Drug_ID,Drug,Y
official_v15_1,Nc1cccc([N+](=O)[O-])c1CO,0
official_v15_2,O=[N+]([O-])c1cccc(O)c1[N+](=O)[O-],1
official_v15_3,Cc1cc(Cl)ccc1O,0
official_v15_4,CNC(=O)Oc1ccccc1OC(C)C,1
official_v15_5,Cc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1C,0
official_v15_6,Nc1ccc(Cl)cc1Cl,1
official_v15_7,Cc1cccc([N+](=O)[O-])c1C,1
official_v15_8,O=[N+]([O-])c1ccccc1SSC(F)=C(Cl)Cl,1
official_v15_9,CN(Cc1ccc(F)cc1)N=O,1
official_v15_10,Clc1cccc(Cl)c1Cl,0
official_v15_11,N#Cc1cc(I)c(O)c([N+](=O)[O-])c1,0
official_v15_12,OCCOc1ccccc1,0
official_v15_13,CC(C)OC(=O)COc1ccc(Cl)cc1Cl,0
official_v15_14,CCCCCCOC(=O)c1ccccc1,0
official_v15_15,CC(C)C(=O)Nc1ccccc1,0
official_v15_16,Nc1cc(Cl)c(N)c(Cl)c1,1
official_v15_17,Nc1cc(Cl)ccc1Cl,0
official_v15_18,Cc1ccc([N+](=O)[O-])cc1NO,0
official_v15_19,Cc1c(C)c(Br)c(Br)c(Br)c1Br,0
official_v15_20,O=CN(O)c1ccccc1,0
official_v15_21,Nc1cc([N+](=O)[O-])cc(Cl)c1O,1
official_v15_22,O=[N+]([O-])c1cccc(O)c1,1
official_v15_23,O=NN(O)c1ccccc1,1
official_v15_24,CCOc1ccc(N)cc1,1
official_v15_25,CON(C)C(=O)Nc1ccc(Br)cc1,0
official_v15_26,Nc1ccc([N+](=O)[O-])cc1Cl,1
official_v15_27,Nc1cccc(O)c1,1
official_v15_28,C[C@@H](O)c1ccccc1,0
official_v15_29,COP(=S)(OC)Oc1ccc([N+](=O)[O-])cc1,1
official_v15_30,CCOS(=O)(=O)c1ccccc1,1
official_v15_31,O=[N+]([O-])c1cc([N+](=O)[O-])c(Cl)c([N+](=O)[O-])c1,1
official_v15_32,CCO[P@](=S)(CC)Sc1ccccc1,0
official_v15_33,Nc1ccc([N+](=O)[O-])c(N)c1,1
official_v15_34,O=[N+]([O-])c1cccc([N+](=O)[O-])c1,1
official_v15_35,Cc1ccccc1C(=O)O,0
official_v15_36,Brc1ccccc1,0
official_v15_37,Cc1cc(N)c(S(=O)(=O)O)cc1Cl,0
official_v15_38,Nc1ccc(O)c(N)c1,1
official_v15_39,O=C/C=C/c1ccccc1[N+](=O)[O-],1
official_v15_40,O=[N+]([O-])c1ccc(I)c([N+](=O)[O-])c1,1
official_v15_41,Cc1cccc(O)c1N,0
official_v15_42,Cc1c(N)ccc(N)c1C,0
official_v15_43,O=C(O)c1ccccc1,0
official_v15_44,CCCCCCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCCCCCCC,0
official_v15_45,Cc1cc(Cl)ccc1OCC(=O)O,0
official_v15_46,CC(CN=[N+]=[N-])c1ccccc1,1
official_v15_47,Cc1cc(N)c(C)c([N+](=O)[O-])c1N,1
official_v15_48,CN(C)C(=O)Nc1ccc(Cl)cc1,0
official_v15_49,Cc1ccccc1C=O,0
official_v15_50,COc1cc(F)ccc1[N+](=O)[O-],1
official_v15_51,CCC(=O)OCc1cccc([N+](=O)[O-])c1,0
official_v15_52,CC(C)(C)C(Br)C(=O)Nc1ccccc1,0
official_v15_53,Cc1cc(Cl)ccc1O[C@H](C)C(=O)O,0
official_v15_54,Cc1cc([N+](=O)[O-])ccc1[N+](=O)[O-],1
official_v15_55,CCc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,0
official_v15_56,Cc1cccc(NO)c1C,1
official_v15_57,Oc1cc(Cl)c(Cl)cc1Cl,0
official_v15_58,Nc1ccccc1C(F)(F)F,0
official_v15_59,CC(=O)c1ccc(Cl)c(Cl)c1Cl,1
official_v15_60,COc1cc(N)ccc1NC(C)=O,1
official_v15_61,CC(=O)Oc1ccc(CO)cc1,0
official_v15_62,Cc1ccccc1N,1
official_v15_63,O=C(O)Cc1ccc([N+](=O)[O-])cc1,1
official_v15_64,CC(=O)c1cc(NC(N)=O)ccc1OC[C@H](O)CNC(C)(C)C,1
official_v15_65,CCOP(=O)(NC(C)CC)Oc1cc(C)ccc1[N+](=O)[O-],0
official_v15_66,NCCc1cc(O)c(O)cc1O,1
official_v15_67,O=C(O)COc1ccccc1,0
official_v15_68,CCNc1ccccc1,0
official_v15_69,O=[N+]([O-])c1ccccc1Br,1
official_v15_70,O=C(NO)c1ccccc1O,1
official_v15_71,Nc1c(O)cccc1[N+](=O)[O-],0
official_v15_72,COc1c(N)cc(C)c(N)c1C,0
official_v15_73,N#Cc1ccc(CCl)cc1,0
official_v15_74,COC(=O)c1ccccc1,0
official_v15_75,CN(Cc1cccc(C(F)(F)F)c1)N=O,1
official_v15_76,CCCCOc1ccc(N=O)cc1,1
official_v15_77,Cc1cc(S(=O)(=O)O)c(N)cc1Cl,1
official_v15_78,CCCCCc1cc(O)cc(O)c1,0
official_v15_79,O=Cc1cccc(Cl)c1Cl,0
official_v15_80,CCOc1ccc(NC(N)=O)cc1,0
official_v15_81,Cc1ccc([N+](=O)[O-])cc1C(=O)O,1
official_v15_82,Nc1ccc(CO)c([N+](=O)[O-])c1,1
official_v15_83,COP(=S)(OC)Oc1ccc(N)c(C)c1,1
official_v15_84,O=CN(O)c1ccc(Cl)c(Cl)c1,0
official_v15_85,COc1ccc(C=O)cc1,0
official_v15_86,Cc1ccc(C=O)cc1,0
official_v15_87,COP(=O)(OC)O/C(=C\Cl)c1cc(Cl)c(Cl)cc1Cl,0
official_v15_88,N#[N+]c1ccc([N+](=O)[O-])cc1,1
official_v15_89,Cc1ccc([N+](=O)[O-])cc1S(=O)(=O)O,0
official_v15_90,O=[N+]([O-])c1cccc(S(=O)(=O)O)c1,0
official_v15_91,COc1ccc(O)c(C(C)(C)C)c1,0
official_v15_92,O=C(O)Cc1ccc(O)c(O)c1,1
official_v15_93,CCc1ccccc1O,0
official_v15_94,CCc1cccc(CC)c1NC(=O)CO,1
official_v15_95,O=C(CNC(=O)c1ccccc1)NO,1
official_v15_96,N#Cc1ccccc1C#N,0
official_v15_97,CC(C)C(=O)N(O)c1ccc(Cl)cc1,1
official_v15_98,CC(=O)NNc1ccccc1,1
official_v15_99,O=C(O)CCC(=O)Nc1cc(Cl)cc(Cl)c1,0
official_v15_100,Cc1cc(Cl)ccc1/N=C/N(C)C,0
official_v15_101,CN(C)N=Nc1ccc(C(=O)O)cc1,0
official_v15_102,ClC(Cl)(Cl)c1ccccc1,1
official_v15_103,Cc1c(N=O)cccc1[N+](=O)[O-],0
official_v15_104,Cc1cccc(N)c1,0
official_v15_105,Nc1ccc(Cl)c(C(F)(F)F)c1,0
official_v15_106,Cc1ccc(C#N)cc1,0
official_v15_107,Cc1ccc(NC(=O)CBr)cc1,0
official_v15_108,COc1ccc(CNC(=O)C(C)Br)cc1OC,1
official_v15_109,CN(C)S(=O)(=O)N(SC(F)(Cl)Cl)c1ccccc1,0
official_v15_110,CC(=O)c1cccc([N+](=O)[O-])c1,1
official_v15_111,Oc1cccc(Cl)c1,0
official_v15_112,NC(=S)Nc1ccccc1,0
official_v15_113,O=[N+]([O-])c1ccccc1CBr,0
official_v15_114,[N-]=[N+]=NC(c1ccccc1)C(O)CO,1
official_v15_115,Cc1cccc(O)c1,0
official_v15_116,CCCC(=O)OCc1ccccc1[N+](=O)[O-],0
official_v15_117,BrCc1ccccc1,1
official_v15_118,Cc1ccccc1C(=O)Cl,1
official_v15_119,NCc1cccc(CN)c1,0
official_v15_120,CC(C)CCOC(=O)/C=C\c1ccccc1,0
official_v15_121,FC(F)(F)c1ccccc1Cl,0
official_v15_122,Cc1ccc(S(=O)(=O)NN)cc1,1
official_v15_123,CCCON(OC(C)=O)C(=O)c1ccccc1,1
official_v15_124,Cc1ccccc1S(N)(=O)=O,0
official_v15_125,CC(=O)c1ccccc1,0
official_v15_126,O=[N+]([O-])c1ccc(Cl)c([N+](=O)[O-])c1,1
official_v15_127,C=CCc1ccc(O)c(O)c1,1
official_v15_128,N[C@H](Cc1ccc(O)c(O)c1)C(=O)O,1
official_v15_129,Oc1ccccc1,0
official_v15_130,Cc1c([N+](=O)[O-])c(C)c([N+](=O)[O-])c(C(C)(C)C)c1[N+](=O)[O-],0
official_v15_131,Cc1ccc(N)c(C)c1,1
official_v15_132,CC(=O)N(O)c1ccc(Cl)cc1,0
official_v15_133,CC(C)(C)NCC(O)c1cc(Cl)c(N)c(C(F)(F)F)c1,0
official_v15_134,Oc1ccc(O)cc1,0
official_v15_135,N#Cc1ccc(CO)cc1,0
official_v15_136,O=[N+]([O-])/C=C/c1ccccc1,1
official_v15_137,CCCNc1c([N+](=O)[O-])ccc(Cl)c1C(=O)O,0
official_v15_138,Cc1ccc(C(=O)O)cc1[N+](=O)[O-],1
official_v15_139,O=C(O)/C=C/c1ccc(Cl)cc1,0
official_v15_140,CCc1ccc([N+](=O)[O-])cc1,0
official_v15_141,CC(=O)Nc1ccccc1,0
official_v15_142,CCc1c(Br)c(Br)c(Br)c(Br)c1Br,0
official_v15_143,CCCCOC(=O)c1ccccc1C(=O)OCCCC,0
official_v15_144,CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)CNC(=O)CN)C(=O)O,0
official_v15_145,COc1cccc(N)c1,1
official_v15_146,CCCCC(CC)COC(=O)COc1ccc(Cl)cc1Cl,0
official_v15_147,O=C(O)c1ccccc1O,0
official_v15_148,CN(C)c1ccc(N=O)cc1,1
official_v15_149,CN(C)N=Nc1ccc(Br)cc1,1
official_v15_150,COP(=O)(OC)Oc1ccc([N+](=O)[O-])c(C)c1,1
official_v15_151,CCc1ccccc1,0
official_v15_152,N#Cc1cc([N+](=O)[O-])ccc1N,1
official_v15_153,Cc1cccc(N)c1N,1
official_v15_154,O=C(O)CCc1ccccc1,0
official_v15_155,Cc1ccc([N+](=O)[O-])c(N)c1,0
official_v15_156,Cc1cccc(C)c1O,0
official_v15_157,C=Cc1ccc(OC)cc1,0
official_v15_158,Cc1cccc(N)c1C,1
official_v15_159,O=[N+]([O-])c1ccc(O)cc1[N+](=O)[O-],1
official_v15_160,Cc1ccccc1C#N,0
official_v15_161,FC(F)(F)c1cccc(Cl)c1,0
official_v15_162,CC(C)c1cc(N)cc([N+](=O)[O-])c1N,0
official_v15_163,O=C(Cl)c1cccc([N+](=O)[O-])c1,1
official_v15_164,C=CCc1ccc(OC)cc1,0
official_v15_165,COP(=S)(OC)Oc1ccc(N=O)c(C)c1,1
official_v15_166,CN(C)N=Nc1ccc(Cl)cc1,1
official_v15_167,O=C(O)c1ccccc1Cl,0
official_v15_168,Nc1ccccc1,0
official_v15_169,CCOc1ccccc1C(N)=O,0
official_v15_170,CS(=O)c1ccc(Cl)cc1,0
official_v15_171,CCOP(=O)(NC(C)C)Oc1ccccc1C(=O)OC(C)C,1
official_v15_172,C=CCc1ccc(O)cc1,0
official_v15_173,O=C(Cl)Cc1ccccc1,1
official_v15_174,CCN(CC)C(=O)Cc1ccccc1,0
official_v15_175,NC(=O)c1ccccc1C(N)=O,0
official_v15_176,O=C(CBr)c1ccccc1,0
official_v15_177,Cc1ccccc1NO,1
official_v15_178,Cc1ccc(Cl)cc1[N+](=O)[O-],0
official_v15_179,COc1cc(/C=C/C(=O)O)ccc1O,0
official_v15_180,FC(F)(F)c1ccc(Cl)cc1,0
official_v15_181,O=[N+]([O-])c1ccc(Cl)cc1Cl,1
official_v15_182,CCCCCCCCCCCCc1ccccc1,0
official_v15_183,CCc1cccc(CC)c1N(COC)C(=O)CO,0
official_v15_184,Cc1cccc(C(=O)O)c1,0
official_v15_185,COc1ccccc1NCSC,1
official_v15_186,O=Cc1cccc(Cl)c1,0
official_v15_187,C/C=C/c1cc(OC)c(OC)cc1OC,1
official_v15_188,CC(C)COC(=O)c1ccccc1N,0
official_v15_189,O=[N+]([O-])c1cccc(Cl)c1,0
official_v15_190,Cc1ccc(C(=O)O)cc1N,1
official_v15_191,Oc1ccc(Cl)cc1,0
official_v15_192,ONc1ccc(Cl)cc1,0
official_v15_193,O=CC(=O)c1ccccc1,1
official_v15_194,COC(=O)C(N)Cc1ccc(Cl)cc1,0
official_v15_195,O=[N+]([O-])c1cc(Cl)c(Cl)c(Cl)c1,1
official_v15_196,COC(=O)/C(C#N)=C/c1ccccc1Br,0
official_v15_197,COc1ccc(N)c(C)c1,1
official_v15_198,C=Cc1ccccc1,1
official_v15_199,O=C(O)c1ccc([N+](=O)[O-])c([N+](=O)[O-])c1,1
official_v15_200,Cc1cccc(CN(C)N=O)c1,1
official_v15_201,CCCCN(CC(CO)OCc1ccccc1)N=O,1
official_v15_202,Nc1ccc(C(=O)O)cc1,0
official_v15_203,O=C(O)/C=C/c1ccccc1,0
official_v15_204,N#Cc1cccc([N+](=O)[O-])c1,1
official_v15_205,Cc1c(NO)cc([N+](=O)[O-])cc1[N+](=O)[O-],1
official_v15_206,CCN(CC)c1ccc([N+](=O)[O-])cc1,1
official_v15_207,CCCCON(OC(C)=O)C(=O)c1ccc(C(C)(C)C)cc1,1
official_v15_208,CCCCC(CC)COC(=O)c1ccccc1C(=O)OCC(CC)CCCC,0
official_v15_209,O=C(O)CC(NC(=O)COc1cc(Cl)c(Cl)cc1Cl)C(=O)O,0
official_v15_210,N#Cc1c(Cl)cccc1Cl,0
official_v15_211,Cc1ccc(NCCO)cc1O,0
official_v15_212,OCc1ccc(C(F)(F)F)cc1,0
official_v15_213,CNc1ccccc1,0
official_v15_214,Cl/C=C(/Cl)SCc1ccccc1,1
official_v15_215,Clc1cc(Cl)c(Cl)c(Cl)c1,0
official_v15_216,O=[N+]([O-])c1cccc(I)c1,0
official_v15_217,CCOc1ccc(NC(C)=O)cc1[N+](=O)[O-],1
official_v15_218,COC(=O)c1ccc(C(=O)OC)cc1,0
official_v15_219,CNC(C)C(O)c1ccccc1,0
official_v15_220,NNc1ccccc1[N+](=O)[O-],1
official_v15_221,Cc1c(N)cccc1Cl,0
official_v15_222,NON(N=O)c1ccccc1,1
official_v15_223,N=C(N)NNc1ccc(N=NC(N)=S)cc1,1
official_v15_224,NC(Cc1ccc(N(CCCl)CCCl)cc1)C(=O)O,1
official_v15_225,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1,0
official_v15_226,CC(C)CCCCCOC(=O)COc1ccc(Cl)cc1Cl,0
official_v15_227,O=[N+]([O-])c1c(Cl)cc(Cl)cc1Cl,0
official_v15_228,Cc1cccc(C(=O)Cl)c1,1
official_v15_229,O=C(O)CCC(=O)Nc1ccc(Cl)cc1,0
official_v15_230,OCc1ccc(Cl)cc1,0
official_v15_231,O=S(=O)(O)c1ccccc1,0
official_v15_232,N=C(N)NS(=O)(=O)c1ccc(N)cc1,0
official_v15_233,ONc1ccc(Cl)c(Cl)c1,0
official_v15_234,CCCC[C@@H](CC)COC(=O)c1ccccc1C(=O)OC[C@H](CC)CCCC,0
official_v15_235,CC(=O)Oc1ccccc1C(=O)O,0
official_v15_236,COc1cc([N+](=O)[O-])ccc1N,1
official_v15_237,Clc1cccc(Br)c1,0
official_v15_238,CC(C)c1ccccc1,0
official_v15_239,CCCCCCOC(=O)c1ccccc1C(=O)OCCCCCC,0
official_v15_240,O=[N+]([O-])c1cc(C(F)(F)F)ccc1Cl,0
official_v15_241,Cc1ccc(N)cc1,1
official_v15_242,O=[N+]([O-])c1ccc(O)c([N+](=O)[O-])c1,0
official_v15_243,Clc1ccc(C(Cl)(Cl)Cl)cc1,1
official_v15_244,CCN(CC)c1ccc(N=O)c(O)c1,0
official_v15_245,CNCC(O)c1cccc(O)c1,0
official_v15_246,CSc1cc(SC)c(N)c(C)c1N,1
official_v15_247,CCN(N)c1ccccc1,1
official_v15_248,Cc1cc(C)cc(C)c1,0
official_v15_249,COP(=S)(NC(C)C)Oc1ccccc1C(=O)OC(C)C,0
official_v15_250,O=[N+]([O-])c1ccccc1Cl,1
official_v15_251,Nc1cc([N+](=O)[O-])ccc1O,1
official_v15_252,Cc1ccc(N)cc1N,1
official_v15_253,N/C(=N\OS(=O)(=O)O)c1ccccc1,0
official_v15_254,O=C(CBr)c1ccc(Br)cc1,0
official_v15_255,CC(=O)OCc1ccc([N+](=O)[O-])cc1,1
official_v15_256,Clc1ccccc1Cl,0
official_v15_257,CCc1cccc(CC)c1NC(C)=O,0
official_v15_258,O=[N+]([O-])c1ccc(S(=O)(=O)O)c([N+](=O)[O-])c1,0
official_v15_259,CC(O)c1ccccc1,0
official_v15_260,CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1,0
official_v15_261,Fc1ccccc1,1
official_v15_262,O=C(O)c1ccc(Cl)cc1Cl,0
official_v15_263,OCCCc1ccccc1,0
official_v15_264,COc1ccc(N)cc1N,1
official_v15_265,ClCc1cccc(CCl)c1,0
official_v15_266,CC(C)CC(NC(=O)COc1ccc(Cl)cc1Cl)C(=O)O,0
official_v15_267,Cc1ccc(O)c(N)c1,1
official_v15_268,Cc1cc(N)ccc1N,1
official_v15_269,C/C=C/c1cc(OC)ccc1OC,0
official_v15_270,Nc1c(Cl)cc([N+](=O)[O-])cc1[N+](=O)[O-],1
official_v15_271,N#Cc1ccccc1,0
official_v15_272,CCOc1ccccc1N,0
official_v15_273,CCOP(=O)(OCC)O/C(=C\Br)c1ccc(Cl)cc1Cl,0
official_v15_274,Nc1ccc(O)cc1,0
official_v15_275,O=C(CCl)c1ccccc1,0
official_v15_276,ClCc1ccc(Cl)cc1,0
official_v15_277,O=[N+]([O-])c1cccc([N+](=O)[O-])c1CO,0
official_v15_278,CCCCCCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1,0
official_v15_279,CC(=O)Nc1cccc(N)c1,1
official_v15_280,O=C/C=C/C=C/c1ccc([N+](=O)[O-])cc1,1
official_v15_281,CC(C)Oc1ccccc1OC(=O)N(C)N=O,1
official_v15_282,C=CCc1ccc(OC)c(OC)c1,0
official_v15_283,[N-]=[N+]=Nc1ccc(F)c([N+](=O)[O-])c1,1
official_v15_284,CN(N=O)c1ccccc1,1
official_v15_285,CCCC[C@@H](CC)COC(=O)c1ccc(N(C)C)c([N+](=O)[O-])c1,1
official_v15_286,Cc1ccc(C)c(N)c1,1
official_v15_287,Cc1c(O)cc([N+](=O)[O-])cc1[N+](=O)[O-],0
official_v15_288,CC(C)CC[C@@H](C)Nc1ccc(N[C@H](C)CCC(C)C)cc1,0
official_v15_289,O=C(O)c1cc(Cl)cc(Cl)c1,0
official_v15_290,CN(C)c1ccc(CCO)cc1,1
official_v15_291,O=Cc1cccc([N+](=O)[O-])c1,1
official_v15_292,Cc1ccc(C(C)(C)C)cc1,0
official_v15_293,Cc1ccc([N+](=O)[O-])c([N+](=O)[O-])c1,1
official_v15_294,O=[N+]([O-])c1cccc([N+](=O)[O-])c1O,0
official_v15_295,CCOc1ccc(NC(=O)CC(C)O)cc1,1
official_v15_296,COc1cc(CNC(=O)C(C)Br)ccc1O,1
official_v15_297,Cc1cccc([N+](=O)[O-])c1,0
official_v15_298,OCc1ccc(F)cc1,0
official_v15_299,COc1cc(Cl)c(OC)cc1Cl,1
official_v15_300,NCC(=O)Nc1ccccc1,1
official_v15_301,N#Cc1cccc(C#N)c1,0
official_v15_302,CC(C)CC(NC(=O)COc1cc(Cl)c(Cl)cc1Cl)C(=O)O,0
official_v15_303,CSCCC(NC(=O)COc1ccc(Cl)cc1Cl)C(=O)O,0
official_v15_304,Cc1c(N=C=O)cccc1N=C=O,1
official_v15_305,O=[N+]([O-])c1ccccc1SS/C(Cl)=C(\Cl)C(Cl)=C(Cl)Cl,1
official_v15_306,N/C(=N\O)c1ccc(O)c(O)c1,1
official_v15_307,CC(=O)Nc1ccc(C)c(N)c1,1
official_v15_308,Cc1ccc(C(C)(C)O)cc1,0
official_v15_309,[O-][N+](O)=C=Cc1ccccc1,1
official_v15_310,O=[N+]([O-])c1ccc(S(=O)(=O)O)cc1,0
official_v15_311,CC(N)(Cc1ccc(O)c(O)c1)C(=O)O,0
official_v15_312,Cc1ccc(C(=O)O)cc1,0
official_v15_313,Cc1c(N)cccc1[N+](=O)[O-],1
official_v15_314,CC(=O)/C=C\c1ccccc1,1
official_v15_315,NC(CCC(=O)NNc1ccccc1)C(=O)O,1
official_v15_316,CC(C)(C)OOC(=O)c1ccccc1,1
official_v15_317,CCOc1ccc(N=O)cc1,1
official_v15_318,O=C(CCl)NCc1ccccc1,1
official_v15_319,CCCCCOc1ccc(N=O)cc1,1
official_v15_320,Cc1ccc(NCCCl)cc1,1
official_v15_321,Cc1ccccc1O,0
official_v15_322,CC(Br)c1ccccc1,0
official_v15_323,O=Cc1ccccc1Cl,0
official_v15_324,Cc1ccc(N)cc1[N+](=O)[O-],1
official_v15_325,COc1cc(N)ccc1N,1
official_v15_326,Nc1cccc(N)c1C(=O)O,1
