Drug_ID,Drug,Y
official_v15_1,CCOCc1cc(OC)c(B(O)O)c(OC)c1,0
official_v15_2,COc1cc(C(=O)CC(=O)C(C)(C)C)cc(OC)c1OC,0
official_v15_3,CNC(C)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,0
official_v15_4,CCC(N)c1ccccc1,0
official_v15_5,O=C(O)C(=NOCc1ccccc1)C(=O)O,0
official_v15_6,CCCOc1ccc(Br)c(C(=O)O)c1,0
official_v15_7,NS(=O)(=O)c1cccc(CCCCOCCCCCCBr)c1,0
official_v15_8,COc1ccc(C=O)cc1O,0
official_v15_9,CCCOc1cccc(C(=O)O)c1,0
official_v15_10,O=C(O)c1ccc(O)cc1,0
official_v15_11,COc1ccc(C(C)=O)cc1,0
official_v15_12,Cc1ccc(N)cc1S(N)(=O)=O,0
official_v15_13,COc1cc(CC#N)c([N+](=O)[O-])cc1C(F)(F)F,0
official_v15_14,Nc1ccccc1C(=O)O,0
official_v15_15,O=Cc1ccccc1,0
official_v15_16,CCOC(=O)c1ccc(N)cc1,0
official_v15_17,Clc1ccccc1,0
official_v15_18,CCOC(=O)c1ccccc1C(=O)OCC,0
official_v15_19,CCOC(=O)CC(=O)c1ccccc1,0
official_v15_20,CCOc1cc(C=O)ccc1O,0
official_v15_21,C=CCc1ccc(O)c(OC(C)C)c1,0
official_v15_22,CCC(=O)c1cccc(Cl)c1,0
official_v15_23,COC(=O)c1ccc(O)cc1,0
official_v15_24,COC(=O)c1ccccc1O,0
official_v15_25,CCOC(=O)C(Cc1ccc(O)cc1)NC(=O)OC(C)(C)C,0
official_v15_26,CCCOC(=O)c1ccc(O)cc1,0
official_v15_27,O=C(O)c1ccccc1O,0
official_v15_28,Nc1ccc(S(N)(=O)=O)cc1,0
official_v15_29,Nc1ccc(S(=O)(=O)O)cc1,0
official_v15_30,CC(C)(C)OC(=O)c1cccc(N)c1,0
official_v15_31,COc1cc(C=O)ccc1O,0
official_v15_32,CC=Cc1ccc(OC)cc1,1
official_v15_33,CCCCCC(=O)CC(=O)c1ccccc1,1
official_v15_34,CCc1ccc(CC)c(C(=O)CC(C)=O)c1,1
official_v15_35,CC(=O)CC(=O)c1cc(C)ccc1C,1
official_v15_36,O=[N+]([O-])c1ccc(Cl)c([N+](=O)[O-])c1,1
official_v15_37,Nc1ccc(NCCO)c([N+](=O)[O-])c1,1
official_v15_38,Nc1ccc(OCCO)c(N)c1,1
official_v15_39,Nc1ccccc1O,1
official_v15_40,O=Cc1cc(O)ccc1Br,1
official_v15_41,COc1cc(C)ccc1O,1
official_v15_42,Nc1ccc(N)c([N+](=O)[O-])c1,1
official_v15_43,CCCCCCCCC(=O)NCCC(CCC(=O)O)c1ccccc1S(=O)(=O)O,1
official_v15_44,Nc1ccc(Cl)c(Cl)c1,1
official_v15_45,C=CCc1cc(C)c(OC)c(O)c1,1
official_v15_46,O=C(CC(=O)C(F)(F)F)c1ccccc1,1
official_v15_47,C=CCc1ccc(OC)cc1,1
official_v15_48,CNc1ccc(O)cc1,1
official_v15_49,Nc1ccc(N)cc1,1
official_v15_50,Cc1ccc(N)cc1O,1
official_v15_51,C=CCc1cc(OC)c(O)cc1C,1
official_v15_52,C=CCc1cc(C)c(O)c(OC)c1,1
official_v15_53,CC=Cc1cc(C)c(O)c(OC)c1,1
official_v15_54,CCCCCC(C=O)=Cc1ccccc1,1
official_v15_55,CCCCC(C=O)=Cc1ccccc1,1
official_v15_56,CCCCCCC(C=O)=Cc1ccccc1,1
official_v15_57,CC(C=O)=Cc1ccccc1,1
official_v15_58,CC(C=O)c1ccccc1,1
official_v15_59,Nc1ccccc1,1
official_v15_60,BrCc1ccccc1,1
official_v15_61,CC(=O)C=Cc1ccccc1,1
official_v15_62,OCC=Cc1ccccc1,1
official_v15_63,O=CC=Cc1ccccc1,1
official_v15_64,CC(C=O)Cc1ccc(C(C)C)cc1,1
official_v15_65,CCCc1ccc(O)c(OC)c1,1
official_v15_66,CC=CC(=O)Oc1c(C(C)CCCCCC)cc([N+](=O)[O-])cc1[N+](=O)[O-],1
official_v15_67,C=CCc1ccc(O)c(OC)c1,1
