Drug_ID,Drug,Y
official_v15_1,CC(C)(C)OC(=O)CCCc1ccc(N(CCCl)CCCl)cc1,1
official_v15_2,Cc1cc(Br)cc(C(N)=O)c1O,1
official_v15_3,CC(=O)Nc1ccc(OC(C)(C)C)cc1,1
official_v15_4,O=C(O)CNC(=O)c1ccccc1O,1
official_v15_5,CSCC[C@H](NC(C)=O)C(=O)Oc1ccc(NC(C)=O)cc1,1
official_v15_6,Cc1ccccc1,1
official_v15_7,C[C@H](N)Cc1ccccc1,1
official_v15_8,CCCCC/C(=N/OCCN)c1ccc(C)c(N)c1,1
official_v15_9,C#CC(OC(N)=O)c1ccccc1,1
official_v15_10,NS(=O)(=O)c1ccc(C(=O)O)cc1,1
official_v15_11,C[C@H](N)C(=O)c1ccccc1,1
official_v15_12,CC(=O)c1ccc(C(O)C(CO)NC(=O)C(Cl)Cl)cc1,1
official_v15_13,CS(=O)(=O)c1ccc([C@@H](O)[C@@H](CO)NC(=O)C(Cl)Cl)cc1,1
official_v15_14,Cc1cccc(C)c1OCC(C)N,1
official_v15_15,Cc1cccc(C)c1,1
official_v15_16,CCc1ccccc1,1
official_v15_17,CCCC(=O)Nc1ccc(OCC(O)CNC(C)C)c(C(C)=O)c1,1
official_v15_18,COC(=O)c1ccc(C(=O)OC)cc1,1
official_v15_19,Cc1ccccc1C,1
official_v15_20,Cc1ccc(C)cc1,1
official_v15_21,Cc1ccccc1OCC(COC(O)C(Cl)(Cl)Cl)OC(O)C(Cl)(Cl)Cl,1
official_v15_22,C#CCN(C)CCCOc1ccc(Cl)cc1Cl,1
official_v15_23,CC(C)(C)NCC(O)c1ccc(O)c(CO)c1,0
official_v15_24,CCN(CC)C(=O)CNC(=O)c1cc(OC)c(OC)c(OC)c1,1
official_v15_25,CCN(CC)C(=O)Nc1ccc(OCC(O)CNC(C)(C)C)c(C(C)=O)c1,1
official_v15_26,CC(=O)Nc1ccc(O)cc1,1
official_v15_27,CCCCCCCCCCOc1c(OC)cc(C(N)=O)cc1OC,1
official_v15_28,CC(C)C(CCCCCC(=O)O)NCc1ccc(F)cc1,1
official_v15_29,CCN(CC)CCNC(=O)c1cc(Cl)cc(Cl)c1OC,1
official_v15_30,C=CCC(N)Cc1ccccc1,1
official_v15_31,CC(Cc1ccccc1)N(C)C,1
official_v15_32,C[C@@](Cc1ccc(O)c(O)c1)(NN)C(=O)O,0
official_v15_33,Cc1cc(N(C)C)ccc1C[C@H](C)N,1
official_v15_34,O=C(O)CCCc1ccc(N(CCCl)CCCl)cc1,0
official_v15_35,CCC(O)(COC(N)=O)c1ccccc1,1
official_v15_36,NNCCc1ccccc1,1
official_v15_37,NC(=O)OCCCc1ccccc1,1
official_v15_38,NCC(O)c1ccc(O)c(O)c1,0
official_v15_39,O=C(NC(CO)C(O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,0
official_v15_40,CCN(CC)CC(=O)Nc1c(C)cccc1C,1
official_v15_41,CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1,0
official_v15_42,CCC(CC)(CNC(=O)CCCO)c1cccc(OC)c1,1
official_v15_43,CN(C)CCOC(=O)COc1ccc(Cl)cc1,1
official_v15_44,CCOC(=O)C(C)(C)Oc1ccc(Cl)cc1,0
official_v15_45,CC(C)(Oc1ccc(Cl)cc1)C(=O)O,0
official_v15_46,CN(C)C(=O)CCNc1ccc(Br)cc1,1
official_v15_47,COc1cc(CCN)cc(OC)c1OC,1
official_v15_48,CCN(CC)CCNC(=O)c1cc(Br)c(N)cc1OC,1
official_v15_49,CCN(CC)CCOC(=O)c1ccc(N)cc1,1
official_v15_50,CN[C@@H](C)Cc1ccccc1,1
official_v15_51,COc1ccccc1OCC(O)COC(N)=O,1
official_v15_52,CCOC(=O)NNC(C)c1ccccc1,1
official_v15_53,Nc1ccc(C(=O)O)c(O)c1,0
official_v15_54,NC(=O)OCC(COC(N)=O)c1ccccc1,1
official_v15_55,CN(C)C(C)(CO)Cc1ccc(Cl)c(Cl)c1,1
official_v15_56,NC(=O)OCC(O)COc1ccc(Cl)cc1,1
official_v15_57,CC(C)c1cccc(C(C)C)c1O,1
official_v15_58,CC(C)(O)CC(C)(O)c1ccc(Cl)cc1,1
official_v15_59,CC(C)(C)NCC(O)c1ccccc1F,1
official_v15_60,CS(=O)(=O)c1ccc([C@@H](O)[C@@H](CF)NC(=O)C(Cl)Cl)cc1,1
official_v15_61,CCNC(=O)/C=C/c1cccc(Br)c1,1
official_v15_62,COc1cc(/C=C/C(N)=O)cc(OC)c1OC,1
official_v15_63,CCOC(=O)N(CCN(C)C)c1cccc(C(F)(F)F)c1,1
official_v15_64,CNCC(O)c1ccc(O)c(O)c1,0
official_v15_65,NCCc1ccc(O)c(O)c1,0
official_v15_66,CCN(CC)CCNC(=O)COc1ccc(Cl)cc1,1
official_v15_67,CCS(=O)(=O)c1ccc(F)cc1,1
official_v15_68,COCCCC/C(=N\OCCN)c1ccc(Cl)cc1,1
official_v15_69,CN[C@@H](C)[C@H](O)c1ccccc1,0
official_v15_70,CNC[C@H](O)c1ccc(O)c(O)c1,0
official_v15_71,NC(CO)C(=O)NNCc1ccc(O)c(O)c1O,0
official_v15_72,CC(C)(C)NCC(O)c1ccc(O)c(NC(N)=O)c1,0
official_v15_73,COCCCC/C(=N\OCCN)c1ccc(C(F)(F)F)cc1,1
official_v15_74,C=C(CC)C(=O)c1ccc(OCC(=O)O)c(Cl)c1Cl,0
official_v15_75,NC(N)=N/N=C/c1c(Cl)cccc1Cl,0
official_v15_76,CC(C)Cc1ccc(C(C)C(=O)O)cc1,0
official_v15_77,O=C(CCCl)NCCc1ccccc1,1
official_v15_78,CC(C)NNC(=O)COc1ccc(Cl)cc1,1
official_v15_79,C[C@H](N)[C@H](O)c1cccc(O)c1,0
official_v15_80,CC(C)NCC(O)c1ccc(O)c(O)c1,0
official_v15_81,COCCc1ccc(OCC(O)CNC(C)C)cc1,1
official_v15_82,CNCC(O)c1ccc(OC(=O)C(C)(C)C)c(OC(=O)C(C)(C)C)c1,0
official_v15_83,NC(Cc1ccc(N(CCCl)CCCl)cc1)C(=O)O,0
official_v15_84,CCNCC(O)c1cccc(O)c1,0
official_v15_85,N=C(N)NCCCOc1ccccc1,1
official_v15_86,CC(NN)c1ccccc1,1
official_v15_87,C[C@](N)(Cc1ccc(O)c(O)c1)C(=O)O,0
official_v15_88,CCN(CC)CCNC(=O)COc1ccc(OC)cc1,1
official_v15_89,CC(=O)Nc1c(I)c(NC(C)=O)c(I)c(C(=O)[O-])c1I,0
official_v15_90,CC(C)NCC(O)c1ccc(NS(C)(=O)=O)cc1,1
official_v15_91,CC(Cc1ccccc1)NO,0
official_v15_92,CNC(C)C(O)c1ccc(O)cc1,0
official_v15_93,CC(=O)Nc1cccc(O)c1,1
official_v15_94,CC(C)(O)C(C)(O)c1cccc(Cl)c1,1
official_v15_95,NCC(O)c1cccc(O)c1,0
official_v15_96,CNC(C)C(=O)c1ccc(OC)cc1,0
official_v15_97,CC(C(=O)c1ccccc1)N(C)C,1
official_v15_98,CCOc1ccc(NC(C)=O)cc1,0
official_v15_99,NC/C(=C/F)CCc1ccc(F)cc1,1
official_v15_100,CNCC(O)c1cccc(OC(=O)C(C)(C)C)c1,0
official_v15_101,CCCN(CCC)S(=O)(=O)c1ccc(C(=O)O)cc1,0
official_v15_102,CCC(=O)Nc1ccc(O)cc1,1
official_v15_103,O=C(O)c1ccccc1O,0
official_v15_104,CC(C)(O)C(C)(O)c1ccc(Cl)cc1,1
official_v15_105,CC(Cc1ccccc1)NN,1
official_v15_106,CC(C)NCC(O)COc1ccc(CC(N)=O)cc1,0
official_v15_107,c1ccccc1,1
official_v15_108,C#CCN(C)Cc1ccccc1,1
official_v15_109,NC(=O)NC(=O)Cc1ccccc1,1
official_v15_110,CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1,0
official_v15_111,CCC(C(=O)NC(N)=O)c1ccccc1,1
official_v15_112,CC(COc1ccccc1)NN,1
official_v15_113,CC(N)C(=O)OC(C)(C)Cc1ccc(Cl)cc1,1
official_v15_114,CC(N)Cc1ccccc1,1
official_v15_115,CNNCc1ccc(C(=O)NC(C)C)cc1,1
official_v15_116,CCN(CC)CCNC(=O)c1cc(S(C)(=O)=O)ccc1OC,1
official_v15_117,CCN(CC)CC(=O)Oc1ccc(NC(C)=O)cc1,1
official_v15_118,O=C(Nc1ccc(O)cc1)C(Cl)(Cl)Cl,1
official_v15_119,CCOC(=O)c1ccc(N)cc1,1
official_v15_120,CCN(C)C(=O)Oc1cccc([C@H](C)N(C)C)c1,1
official_v15_121,CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1,1
official_v15_122,O=C(NCc1ccccc1)OCCO,1
official_v15_123,O=C(CCCl)NCc1ccccc1,1
official_v15_124,[N-]=[N+]=NCC(=O)N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1,1
official_v15_125,NC(=O)c1ccccc1O,1
official_v15_126,C#CCN(C)[C@H](C)Cc1ccccc1,1
official_v15_127,OCc1ccccc1,1
official_v15_128,O=C(c1ccco1)N(c1cnccn1)C1CCN(CCc2ccccc2)CC1,1
official_v15_129,Nc1nnc(-c2cccc(Cl)c2Cl)c(N)n1,1
official_v15_130,CCC(C)n1ncn(-c2ccc(N3CCN(c4ccc(OC[C@H]5CO[C@](Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O,0
official_v15_131,CN(C)CCn1nnnc1SCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)Cc3csc(N)n3)[C@H]2SC1,0
official_v15_132,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,0
official_v15_133,C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(OC)ccc4[C@H]3CC[C@@]21C,0
official_v15_134,C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@@]21C,0
official_v15_135,CN1c2ccccc2C(NCCCCCCC(=O)O)c2ccc(Cl)cc2S1(=O)=O,1
official_v15_136,C#CCC1(OC(N)=O)CCCCC1,1
official_v15_137,C1CCCCC1,1
