Drug_ID,Drug,Y,label_name
49827310,COc1cccc(CNC(=O)c2ccc(C3SCCS3)cc2)c1,0,hERG_inhib
26666353,COc1cccc(/C=N/NC(=O)CSc2cccc3cccnc23)c1,0,hERG_inhib
26663806,O=C(CSc1cccc2cccnc12)N/N=C/c1ccc(F)cc1,0,hERG_inhib
24823676,CCOc1cc(/C=N/NC(=O)CSc2cccc3cccnc23)ccc1O,0,hERG_inhib
24790183,O=C(CSc1cccc2cccnc12)N/N=C/c1cccc(O)c1,0,hERG_inhib
26658615,O=C(CSc1cccc2cccnc12)N/N=C/c1ccc(O)cc1,0,hERG_inhib
24779164,Cc1cc(-n2cc(Br)c(=O)[nH]c2=O)nc(-c2ccccc2)n1,0,hERG_inhib
7973050,Cc1cc(-n2ccc(=O)[nH]c2=O)nc(-c2ccccc2)n1,0,hERG_inhib
17515214,COc1ccc(C(CC(=O)NCc2ccccc2)Sc2n[nH]c(-c3ccccc3)n2)cc1,0,hERG_inhib
17432953,O=C(CC(Sc1n[nH]c(-c2ccccc2)n1)c1ccccc1)NCc1ccccc1,0,hERG_inhib
17515190,COc1ccc(-c2nc(SC(CC(=O)NCc3ccccc3)c3ccc(OC)c(OC)c3)n[nH]2)cc1,0,hERG_inhib
22402144,COc1ccc(C(CC(=O)NCc2ccccc2)Sc2n[nH]c(-c3ccc(Cl)cc3)n2)cc1,0,hERG_inhib
46501300,CCC(C)[C@H]1CNCCN1CC1(c2ccccc2)CC1,0,hERG_inhib
47193465,CC(O)[C@H]1CNCCN1CC1(c2ccccc2)CC1,0,hERG_inhib
24803245,COc1ccc(S(=O)(=O)NCCOc2ccccc2)cc1-n1cnnn1,0,hERG_inhib
24815374,Cc1cc(C)c(S(=O)(=O)NCCOc2ccccc2)c(C)c1-n1cnnn1,0,hERG_inhib
26662712,C=CCC1(C#N)C(=S)NC(C)=C(C(=O)OCC)C1c1ccccc1,0,hERG_inhib
24792776,N#CC1=C(N)NC(=S)C(C(N)=O)C1c1ccc(Cl)cc1Cl,0,hERG_inhib
26669460,C=CCOC(=O)C1=C(C)NC(=S)C(C#N)(CC=C)C1c1ccccc1Cl,0,hERG_inhib
17387280,CNC(=O)C1C(=S)NC(N)=C(C#N)C1c1ccccc1,0,hERG_inhib
24781394,N#CC1=C(N)NC(=S)C(C(N)=O)C1c1ccc([N+](=O)[O-])cc1,0,hERG_inhib
26725886,N#CC1=C(N)NC(=S)C(C(N)=O)C1c1ccccc1F,0,hERG_inhib
57260900,N#Cc1c(-c2ccccc2)cc(-c2ccc3c(c2)OCO3)[nH]c1=O,0,hERG_inhib
7976194,COC(=O)C1C(C(C)C)N(c2ccccc2)OC1(C)O,0,hERG_inhib
24822832,CCn1c(=O)cc(SCC(=O)NCCCN2CCC(C)CC2)c2ccccc21,0,hERG_inhib
49730203,COc1ccc(OCC(=O)NC2CCCCCCC2)cc1,0,hERG_inhib
56323323,Cc1ccc(C(C)C)cc1OCC(=O)NC1CCCCCCC1,0,hERG_inhib
49816425,CC(Oc1ccccc1)C(=O)NC1CCCCCCC1,0,hERG_inhib
49717061,COc1ccc(OC(C)C(=O)NC2CCCCCCC2)cc1,0,hERG_inhib
49727346,Cc1ccccc1OCC(=O)NC1CCCCCCC1,0,hERG_inhib
49723374,O=C(COc1ccccc1)NC1CCCCCCC1,0,hERG_inhib
17409159,CCCCSc1nc(C)cc(SCC(=O)N/N=C/c2cccc(OC)c2O)n1,0,hERG_inhib
17504379,CSc1nc(C)cc(SCC(=O)N/N=C/c2ccccc2)n1,0,hERG_inhib
24791555,CCCCSc1nc(C)cc(SCC(=O)N/N=C/c2ccccc2)n1,0,hERG_inhib
24799296,Clc1ccccc1Cc1noc(CN2CCCCC2CCc2ccccn2)n1,0,hERG_inhib
24782045,Fc1cccc(Cc2noc(CN3CCCCC3CCc3ccccn3)n2)c1,0,hERG_inhib
24798094,c1ccc(Cc2noc(CN3CCCCC3CCc3ccccn3)n2)cc1,0,hERG_inhib
14739823,O=C(CCS(=O)(=O)Cc1ccccc1)N1CCc2ccccc2C1,0,hERG_inhib
4247404,O=C(CCS(=O)(=O)Cc1ccccc1F)N1CCc2ccccc2C1,0,hERG_inhib
26662382,C=CCC1(Cl)C(=O)C(Cl)=C(N2CCOCC2)C1(OC)OC,0,hERG_inhib
49645717,CC1=C(N2CCOCC2)CCC1=O,0,hERG_inhib
24821023,Cc1cc(C)c(S(=O)(=O)c2ccccc2)c(N2CCOCC2)n1,0,hERG_inhib
24820438,Cc1ccc(S(=O)(=O)c2c(C)cc(C)nc2N2CCOCC2)cc1,0,hERG_inhib
4240491,O=C(C1CCCC1)N(c1ccccc1)C1C=CS(=O)(=O)C1,0,hERG_inhib
4241858,Cc1cc(C)cc(N(C(=O)C2CCCC2)C2C=CS(=O)(=O)C2)c1,0,hERG_inhib
4264982,Cc1ccc(N(C(=O)C2CCCC2)C2C=CS(=O)(=O)C2)cc1,0,hERG_inhib
4250801,Cc1ccc(N(C(=O)C2CCCC2)C2C=CS(=O)(=O)C2)cc1C,0,hERG_inhib
26670064,Cc1ccccc1NC(=O)CSc1ccncc1,0,hERG_inhib
17412603,Cc1ccc(C)c(N(CC(=O)N/N=C/c2ccc(-c3ccc([N+](=O)[O-])cc3)o2)S(=O)(=O)c2ccccc2)c1,0,hERG_inhib
17409307,CCOc1ccc(S(=O)(=O)N(CC(=O)N/N=C/c2ccc(-c3ccc([N+](=O)[O-])cc3)o2)c2ccccc2)cc1,0,hERG_inhib
17385854,COc1ccc(N(CC(=O)N/N=C/c2ccc(-c3ccc([N+](=O)[O-])cc3)o2)S(=O)(=O)c2ccc(C)cc2)cc1Cl,0,hERG_inhib
85148378,C[C@@H](O)[C@H]1O[C@]2(C)CCC[C@H]1O2,0,hERG_inhib
4249022,CC(=O)C1C(c2cccc(Oc3ccccc3)c2)NC(=O)NC1(O)C(F)(F)F,0,hERG_inhib
843091,CN(C(=O)C1CCOC1)c1nnc(-c2ccncc2)s1,0,hERG_inhib
7978003,COC(=O)c1ccc(S(=O)(=O)c2ccc(C(=O)OC)s2)s1,0,hERG_inhib
49723733,Cc1cc(C)c2c(N)c(C(=O)Nc3c(C)n(C)n(-c4ccccc4)c3=O)sc2n1,0,hERG_inhib
17516163,Nc1c(C(=O)c2ccc(Cl)cc2)sc2c1c(=O)[nH]c(=O)n2-c1ccccc1,0,hERG_inhib
24779985,CC(=O)c1ccc(-n2c(=O)[nH]c(=O)c3c(N)c(C(=O)c4ccc(Cl)cc4)sc32)cc1,0,hERG_inhib
17516164,Nc1c(C(=O)c2ccccc2)sc2c1c(=O)[nH]c(=O)n2-c1ccccc1,0,hERG_inhib
14722987,CS(=O)(=O)N(CC(O)CON=C1c2ccccc2-c2ccccc21)c1ccc(F)cc1,0,hERG_inhib
