Drug_ID,Drug,Y
official_v15_1,C[C@@H]1CCNC[C@@H]1CO,0
official_v15_2,N#CCC(=O)N1CCC(C(N)=O)CC1,0
official_v15_3,C[C@H]1CNCC[C@H]1CO,0
official_v15_4,C[C@H]1CC[C@@H](CO)CN1,0
official_v15_5,COC(=O)[C@@H]1CCCN(S(C)(=O)=O)[C@@H]1C,0
official_v15_6,C[C@@H]1CNC[C@@H](CO)C1,0
official_v15_7,CC(=O)N1CCC(C#N)CC1,0
official_v15_8,COC(=O)[C@@H]1[C@H](C)CCCN1S(C)(=O)=O,0
official_v15_9,C[C@@H]1NCCC[C@@H]1CO,0
official_v15_10,COC(=O)C1CCN(C(=O)NC(C)(C)C)CC1,0
official_v15_11,O=C(O)CCN1CCCCC1,0
official_v15_12,COC(=O)[C@@H]1[C@H](C)CCCN1C(C)=O,0
official_v15_13,C[C@H]1[C@@H](CO)CCCN1C,0
official_v15_14,COC(=O)[C@@H]1CCCN[C@@H]1C,0
official_v15_15,C[C@H]1CNC[C@H](CO)C1,0
official_v15_16,CS(=O)(=O)N1CCCC(C(=O)O)C1,0
official_v15_17,CC(=O)N1CCCC(C(N)=O)C1,0
official_v15_18,CC1CCN(C(=O)CC(F)(F)F)CC1,0
official_v15_19,CC1CCN(CCN)CC1,0
official_v15_20,C[C@H]1NCCC[C@H]1C(N)=O,0
official_v15_21,CNC(=O)[C@@H]1CCCN(S(C)(=O)=O)[C@@H]1C,0
official_v15_22,CC1(CO)CCCCN1,0
official_v15_23,CS(=O)(=O)NC1CCNCC1,0
official_v15_24,CC(C)N(C)C(=O)C1CCN(C(=O)CCl)CC1,1
official_v15_25,CC(N)C(=O)N1CCCCC1C,0
official_v15_26,CC1(CO)CCCNC1,0
official_v15_27,CC1CCCN(C(=O)CO)C1,0
official_v15_28,COC[C@@H]1CCCN[C@@H]1C,0
official_v15_29,CC1(CO)CCNCC1,0
official_v15_30,C[C@H]1NCCC[C@H]1C#N,0
official_v15_31,COC(=O)[C@@H]1CCCN(C(C)=O)[C@@H]1C,0
official_v15_32,CCOC(=O)CN1CCCCC1,0
official_v15_33,CC(C)C(=O)NCC1CCCNC1,0
official_v15_34,C[C@@H]1[C@H](C#N)CCCN1S(C)(=O)=O,0
official_v15_35,C[C@H]1CCC[C@@H](CO)N1S(C)(=O)=O,0
official_v15_36,COC(=O)C1CCN(CC(N)=O)CC1,0
official_v15_37,CC1CCCCN1CCN,0
official_v15_38,CC(=O)N1CCC[C@@H](CO)[C@H]1C,0
official_v15_39,C[C@@H]1[C@H](C(N)=O)CCCN1S(C)(=O)=O,0
official_v15_40,N[C@@H]1CCCN(C(=O)CCC(F)(F)F)C1,0
official_v15_41,CS(=O)(=O)N1CCC(O)CC1,0
official_v15_42,C[C@@H]1[C@H](C(=O)O)CCCN1S(C)(=O)=O,0
official_v15_43,C[C@H]1CCCN(S(C)(=O)=O)[C@@H]1CO,0
official_v15_44,C[C@H]1CN(C)CC[C@H]1CO,0
official_v15_45,CCS(=O)(=O)N1CCC(C(=O)O)CC1,0
official_v15_46,CC(=O)N1CCC[C@H](C)[C@H]1CO,0
official_v15_47,CC(=O)N1CCC[C@@H](CO)[C@@H]1C,0
official_v15_48,Cc1ccc(C(N)=O)c(F)c1,0
official_v15_49,COC(=O)c1ccc(S(N)(=O)=O)cc1,1
official_v15_50,Cc1cc(F)cc(S(N)(=O)=O)c1,0
official_v15_51,CN(C)C(=O)c1ccc(F)cc1Br,0
official_v15_52,CCC(=O)Nc1cccc(N)c1C,0
official_v15_53,NC(=S)Nc1ccccc1OC(F)(F)F,0
official_v15_54,CC(NC(=O)CCl)c1cccc(Cl)c1,1
official_v15_55,CCN(C)C(=O)c1cccc(N)c1,0
official_v15_56,CC(=O)Nc1cc(C(N)=O)cc(C(N)=O)c1,0
official_v15_57,COCC(=O)Nc1ccccc1,0
