Drug_ID,Drug,Y
official_v15_1,CCCC(=O)Nc1ccc(OC[C@@H](O)CNC(C)C)c(C(C)=O)c1,0
official_v15_2,CC(C)(Oc1ccc(Cl)cc1)C(=O)O,0
official_v15_3,CC(=O)Oc1ccccc1C(=O)O,0
official_v15_4,CC(=O)Nc1ccc(O)cc1,1
official_v15_5,CC(=O)Nc1ccccc1,0
official_v15_6,CCOC(=O)C(C)(C)Oc1ccc(Cl)cc1,0
official_v15_7,CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,0
official_v15_8,COCCCC/C(=N/OCCN)c1ccc(C(F)(F)F)cc1,1
official_v15_9,CC(C)(C)NC[C@@H](O)c1ccc(O)c(CO)c1,0
official_v15_10,Cc1ccc(C)c(OCCCC(C)(C)C(=O)O)c1,0
official_v15_11,C=CCc1ccccc1OC[C@@H](O)CNC(C)C,1
official_v15_12,Cc1cc(N(C)C)ccc1C[C@H](C)N,1
official_v15_13,O=C(O)c1ccccc1O,0
official_v15_14,N=C(N)N/N=C\c1c(Cl)cccc1Cl,0
official_v15_15,C#CCN(C)[C@@H](C)Cc1ccccc1,1
official_v15_16,C[C@H](N)Cc1ccccc1,1
official_v15_17,Nc1ccccc1,0
official_v15_18,CCCCCN(CCCOC)C(=O)[C@@H](CCC(=O)O)NC(=O)c1ccc(Cl)c(Cl)c1,0
official_v15_19,CC(C)Cc1ccc([C@@H](C)C(=O)O)cc1,0
official_v15_20,CCCCCCCN(CC)CCC[C@@H](O)c1ccc(NS(C)(=O)=O)cc1,0
official_v15_21,C=Cc1ccccc1,0
official_v15_22,Nc1ccc(S(N)(=O)=O)cc1,0
official_v15_23,C=CCOc1ccccc1OC[C@@H](O)CNC(C)C,0
official_v15_24,CCOP(=S)(OCC)Oc1ccc([N+](=O)[O-])cc1,1
official_v15_25,c1ccccc1,0
official_v15_26,Cc1cc(Cl)c(S(N)(=O)=O)cc1S(N)(=O)=O,0
official_v15_27,C#CCN(C)Cc1ccccc1,0
official_v15_28,CC(C)NC[C@H](O)COc1ccc(COCCOC(C)C)cc1,1
official_v15_29,CCN(CC)CC(=O)Nc1c(C)cccc1C,1
official_v15_30,CCOc1ccc(NC(C)=O)cc1,1
official_v15_31,NC(N)=N/C(N)=N/CCc1ccccc1,1
official_v15_32,Oc1ccccc1,0
official_v15_33,CCN(CC)C(=O)/C(C#N)=C\c1cc(O)c(O)c([N+](=O)[O-])c1,0
official_v15_34,CC(C)(C)NC[C@H](O)COc1ccccc1C#N,1
official_v15_35,CNC[C@H](O)c1ccc(O)c(O)c1,0
official_v15_36,Cc1ccc(Cl)c(OC[C@@H](O)CNC(C)(C)C)c1,1
official_v15_37,C[C@@H](NC(C)(C)C)C(=O)c1cccc(Cl)c1,0
official_v15_38,CCc1ccccc1,0
official_v15_39,Cc1cccc(C)c1NC(=O)[C@H](C)N,0
official_v15_40,CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1,0
official_v15_41,CCCN(CCC)S(=O)(=O)c1ccc(C(=O)O)cc1,0
official_v15_42,C[C@H](N)C(=O)c1ccccc1,0
official_v15_43,CCN(CC)CCNC(=O)c1ccc(N)cc1,1
official_v15_44,CN[C@@H](C)Cc1ccccc1,1
official_v15_45,Cc1ccccc1,0
official_v15_46,CNC(=O)Oc1cc(C)c(SC)c(C)c1,1
official_v15_47,CC(C)/N=C(N)\N=C(/N)Nc1ccc(Cl)cc1,0
official_v15_48,CC(C)c1cccc(C(C)C)c1O,1
official_v15_49,NC(=O)OCC(COC(N)=O)c1ccccc1,0
