Drug_ID,Drug,Y
official_v15_1,CC[N+](C)(C)c1cccc(O)c1,0
official_v15_2,C[C@H](N)[C@H](O)c1ccccc1,1
official_v15_3,Cc1cccc(C)c1NC(=O)C(C)N,1
official_v15_4,CC(C)(C)NCC(O)c1ccccc1Cl,1
official_v15_5,CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC,1
official_v15_6,CC[N+](C)(C)Cc1ccccc1Br,1
official_v15_7,CCOc1ccc(NC(C)=O)cc1,1
official_v15_8,C[C@](N)(Cc1ccc(O)c(O)c1)C(=O)O,1
official_v15_9,O=C(O)CCCc1ccc(N(CCCl)CCCl)cc1,1
official_v15_10,CCNC(C)Cc1cccc(C(F)(F)F)c1,1
official_v15_11,CCN(CC)CCNC(=O)c1ccc(N)cc1,1
official_v15_12,CN(C)C(=O)Oc1cccc([N+](C)(C)C)c1,0
official_v15_13,Cc1ccc(C)c(OCCCC(C)(C)C(=O)O)c1,1
official_v15_14,CC(=O)Nc1ccc(O)cc1,1
official_v15_15,CC(C)NCC(O)COc1ccc(CC(N)=O)cc1,1
official_v15_16,CC(C)Cc1ccc(C(C)C(=O)O)cc1,1
official_v15_17,COCCCC/C(=N\OCCN)c1ccc(C(F)(F)F)cc1,1
official_v15_18,NC[C@H](O)c1ccc(O)c(O)c1,0
official_v15_19,NCC(O)c1cccc(O)c1,0
official_v15_20,CN[C@@H](C)[C@@H](O)c1ccccc1,1
official_v15_21,CCOC(=O)C(C)(C)Oc1ccc(Cl)cc1,0
official_v15_22,Cc1cccc(C)c1OCC(C)N,1
official_v15_23,COc1cc(C)c(/C=C/C(C)=C/C=C/C(C)=C/C(=O)O)c(C)c1C,1
official_v15_24,CCCN(CCC)S(=O)(=O)c1ccc(C(=O)O)cc1,1
official_v15_25,CC(C)NC[C@H](O)COc1ccc(O)cc1,1
official_v15_26,CCN(CC)CC(=O)Nc1c(C)cccc1C,1
official_v15_27,CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1,1
official_v15_28,C=CCc1ccccc1OCC(O)CNC(C)C,0
official_v15_29,NC(=O)OCC(COC(N)=O)c1ccccc1,1
official_v15_30,CCCCCCCN(CC)CCCC(O)c1ccc(NS(C)(=O)=O)cc1,0
official_v15_31,N[C@@H](Cc1ccc(O)c(O)c1)C(=O)O,1
official_v15_32,CNC[C@H](O)c1cccc(O)c1,1
official_v15_33,C#CCN(C)[C@H](C)Cc1ccccc1,0
official_v15_34,CCCC(=O)Nc1ccc(OCC(O)CNC(C)C)c(C(C)=O)c1,1
official_v15_35,CC(C)NCC(O)COc1ccc(COCCOC(C)C)cc1,1
official_v15_36,CCN(C)C(=O)Oc1cccc([C@H](C)N(C)C)c1,1
official_v15_37,CCN(CC)C(=O)/C(C#N)=C/c1cc(O)c(O)c([N+](=O)[O-])c1,1
official_v15_38,CC(C)(C)NCC(O)c1cc(O)cc(O)c1,0
official_v15_39,CCN(CC)CCNC(=O)c1cc(Br)c(N)cc1OC,1
official_v15_40,CCN(CC)C(=O)Nc1ccc(OCC(O)CNC(C)(C)C)c(C(C)=O)c1,1
official_v15_41,NCC(CC(=O)O)c1ccc(Cl)cc1,1
official_v15_42,CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1,1
official_v15_43,N=C(N)NC(=O)Cc1c(Cl)cccc1Cl,1
official_v15_44,O=C(N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,1
official_v15_45,N[C@@H](Cc1ccc(N(CCCl)CCCl)cc1)C(=O)O,1
official_v15_46,C=CCOc1ccccc1OCC(O)CNC(C)C,1
official_v15_47,COCCc1ccc(OCC(O)CNC(C)C)cc1,1
official_v15_48,CC(C)NCC(O)c1ccc(NS(C)(=O)=O)cc1,1
official_v15_49,CC(=O)Nc1ccc(OCC(O)CNC(C)C)cc1,1
official_v15_50,CCOC(=O)Nc1ccc2c(c1)N(C(=O)CCN1CCOCC1)c1ccccc1S2,1
official_v15_51,COC(=O)[C@H]1[C@@H](OC(=O)c2ccccc2)C[C@@H]2CC[C@H]1N2C,1
official_v15_52,NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O,1
official_v15_53,NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NCNS2(=O)=O,1
official_v15_54,O=C1CN(/N=C/c2ccc([N+](=O)[O-])o2)C(=O)N1,1
official_v15_55,CCCCNc1cc(C(=O)O)cc(S(N)(=O)=O)c1Oc1ccccc1,1
official_v15_56,CC(C(=O)O)c1cccc(Oc2ccccc2)c1,1
official_v15_57,COc1ccc([C@@H]2CC(=O)c3c(O)cc(O[C@@H]4O[C@H](CO[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)[C@@H](O)[C@H](O)[C@H]4O)cc3O2)cc1O,0
