Drug_ID,Drug,Y
official_v15_1,CCCC(=O)Nc1ccc(OC[C@@H](O)CNC(C)C)c(C(C)=O)c1,0
official_v15_2,CC(=O)Oc1ccccc1C(=O)O,0
official_v15_3,CC(=O)Nc1ccc(O)cc1,1
official_v15_4,CC(=O)Nc1ccccc1,0
official_v15_5,CC(C)(Oc1ccc(Cl)cc1)C(=O)O,1
official_v15_6,CCOC(=O)C(C)(C)Oc1ccc(Cl)cc1,1
official_v15_7,CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,1
official_v15_8,COCCCC/C(=N/OCCN)c1ccc(C(F)(F)F)cc1,0
official_v15_9,CC(C)(C)NC[C@@H](O)c1ccc(O)c(CO)c1,0
official_v15_10,Cc1ccc(C)c(OCCCC(C)(C)C(=O)O)c1,1
official_v15_11,C=CCc1ccccc1OC[C@@H](O)CNC(C)C,0
official_v15_12,Cc1cc(N(C)C)ccc1C[C@H](C)N,0
official_v15_13,O=C(O)c1ccccc1O,1
official_v15_14,N=C(N)N/N=C\c1c(Cl)cccc1Cl,0
official_v15_15,C[C@H](N)Cc1ccccc1,0
official_v15_16,C#CCN(C)[C@@H](C)Cc1ccccc1,1
official_v15_17,Nc1ccccc1,0
official_v15_18,CCCCCN(CCCOC)C(=O)[C@@H](CCC(=O)O)NC(=O)c1ccc(Cl)c(Cl)c1,0
official_v15_19,CC(C)Cc1ccc([C@@H](C)C(=O)O)cc1,0
official_v15_20,CCCCCCCN(CC)CCC[C@@H](O)c1ccc(NS(C)(=O)=O)cc1,0
official_v15_21,Nc1ccc(S(N)(=O)=O)cc1,0
official_v15_22,C=CCOc1ccccc1OC[C@@H](O)CNC(C)C,0
official_v15_23,c1ccccc1,0
official_v15_24,CCOP(=S)(OCC)Oc1ccc([N+](=O)[O-])cc1,1
official_v15_25,Cc1cc(Cl)c(S(N)(=O)=O)cc1S(N)(=O)=O,0
official_v15_26,C#CCN(C)Cc1ccccc1,0
official_v15_27,CC(C)NC[C@H](O)COc1ccc(COCCOC(C)C)cc1,1
official_v15_28,CCN(CC)CC(=O)Nc1c(C)cccc1C,1
official_v15_29,CCOc1ccc(NC(C)=O)cc1,1
official_v15_30,NC(N)=N/C(N)=N/CCc1ccccc1,0
official_v15_31,Oc1ccccc1,0
official_v15_32,CC(C)(C)NC[C@H](O)COc1ccccc1C#N,0
official_v15_33,CCN(CC)C(=O)/C(C#N)=C\c1cc(O)c(O)c([N+](=O)[O-])c1,0
official_v15_34,Cc1ccc(Cl)c(OC[C@@H](O)CNC(C)(C)C)c1,0
official_v15_35,CNC[C@H](O)c1ccc(O)c(O)c1,0
official_v15_36,C[C@@H](NC(C)(C)C)C(=O)c1cccc(Cl)c1,1
official_v15_37,CCc1ccccc1,0
official_v15_38,Cc1cccc(C)c1NC(=O)[C@H](C)N,0
official_v15_39,CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1,0
official_v15_40,C[C@H](N)C(=O)c1ccccc1,0
official_v15_41,CCCN(CCC)S(=O)(=O)c1ccc(C(=O)O)cc1,0
official_v15_42,CCN(CC)CCNC(=O)c1ccc(N)cc1,0
official_v15_43,Cc1ccccc1,0
official_v15_44,CN[C@@H](C)Cc1ccccc1,0
official_v15_45,CC(C)/N=C(N)\N=C(/N)Nc1ccc(Cl)cc1,1
official_v15_46,CNC(=O)Oc1cc(C)c(SC)c(C)c1,1
official_v15_47,CC(C)c1cccc(C(C)C)c1O,1
official_v15_48,NC(=O)OCC(COC(N)=O)c1ccccc1,1
official_v15_49,CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC,1
official_v15_50,CCN[C@H](C)Cc1cccc(C(F)(F)F)c1,0
official_v15_51,O=C(N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,0
official_v15_52,COCCc1ccc(OC[C@@H](O)CNC(C)C)cc1,0
official_v15_53,Cc1cccc(C)c1OC[C@@H](C)N,0
official_v15_54,CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)O,1
official_v15_55,OC(c1ccccc1)(c1ccccc1)C1CCNCC1,0
official_v15_56,N=C(N)c1ccc(OCCCCCOc2ccc(C(=N)N)cc2)cc1,0
official_v15_57,COc1cc(C(C)=O)ccc1OCCCN1CCC(c2noc3cc(F)ccc23)CC1,1
official_v15_58,CCOC(=O)C1(c2ccccc2)CCN(C)CC1,0
official_v15_59,O=C(N[C@H](Cc1cc(=O)[nH]c2ccccc12)C(=O)O)c1ccc(Cl)cc1,1
official_v15_60,CC1(C)O[C@@H]2[C@@H](CO[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@@H]23)O1,0
official_v15_61,CCCC(CCC)C(=O)O,0
official_v15_62,CC(C)=O,0
official_v15_63,O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-],1
official_v15_64,NN=O,0
official_v15_65,FC(F)(F)[C@H](Cl)Br,1
official_v15_66,FCOC(C(F)(F)F)C(F)(F)F,1
official_v15_67,FC(F)O[C@@H](Cl)C(F)(F)F,0
official_v15_68,CCN(CC)C(=S)SSC(=S)N(CC)CC,0
official_v15_69,CS(C)=O,0
official_v15_70,CN(C)S(=O)(=O)CCNC(=O)N(CCCl)N=O,1
official_v15_71,FC(F)OC(F)(F)[C@@H](F)Cl,0
official_v15_72,CCOC(=O)C[C@@H](SP(=S)(OC)OC)C(=O)OCC,0
official_v15_73,CS(=O)(=O)OCCCCOS(C)(=O)=O,1
official_v15_74,CCC[C@@](C)(COC(N)=O)COC(=O)NC(C)C,0
official_v15_75,COC(F)(F)C(Cl)Cl,1
official_v15_76,CCO,1
official_v15_77,CCCO,0
official_v15_78,ClC(Cl)Cl,0
official_v15_79,CNC(=O)O/N=C(\C)SC,0
official_v15_80,OC(O)C(Cl)(Cl)Cl,0
official_v15_81,ClC=C(Cl)Cl,1
